,LOR016C_binning_bin2,LOR019C_binning_bin1,LOR021C_binning_bin2,LOR022C_binning_bin2,LOR022C_binning_bin3,LOR022C_binning_bin4,LOR026C_binning_bin2,LOR028C_binning_bin1,LOR028C_binning_bin2,LOR028C_binning_bin4,LOR030C_binning_bin2,LOR034C_binning_bin1,LOR034C_binning_bin3,LOR034C_binning_bin4,LOR034C_binning_bin6,LOR051C_binning_bin2,LOR051C_binning_bin3,LOR051C_binning_bin4,LOR054C_binning_bin1,LOR054C_binning_bin3,LOR054C_binning_bin4,LOR054C_binning_bin5,LOR054C_binning_bin6,LOR054C_binning_bin7,LOR054C_binning_bin9,LOR054C_binning_bin10,LOR054C_binning_bin11,LOR054C_binning_bin12,LOR054C_binning_bin13,LOR054C_binning_bin14,LOR055C_binning_bin1,LOR055C_binning_bin6,LOR060C_binning_bin1,LOR061C_binning_bin1,LOR070C_binning_bin1,LOR072C_binning_bin2,LOR074C_binning_bin2,LOR074C_binning_bin3,LOR076C_binning_bin1,LOR081C_binning_bin1,LOR081C_binning_bin2,LOR082C_binning_bin3,LOR083C_binning_bin2,LOR084C_binning_bin2,LOR090C_binning_bin1,LOR090C_binning_bin2,LOR090C_binning_bin4,LOR101C_binning_bin3,LOR102C_binning_bin2,LOR103C_binning_bin1,LOR103C_binning_bin2,LOR202C_binning_bin1,LOR202C_binning_bin3,LOR202C_binning_bin4,LOR203C_binning_bin1,LOR203C_binning_bin3,LOR210C_binning_bin1,LOR214C_binning_bin1,LOR214C_binning_bin2,LOR214C_binning_bin3,LOR215C_binning_bin1,LOR217C_binning_bin3,LOR218C_binning_bin1,LOR218C_binning_bin3,LOR219C_binning_bin1,LOR221C_binning_bin1,LOR222C_binning_bin1,LOR222C_binning_bin2,LOR224C_binning_bin1,LOR224C_binning_bin3,LOR226C_binning_bin1,LOR226C_binning_bin2,LOR226C_binning_bin3,LOR228C_binning_bin2,LOR229C_binning_bin2,LOR235C_binning_bin1,LOR238C_binning_bin3,LOR240C_binning_bin1,LOR242C_binning_bin1,LOR242C_binning_bin2,LOR242C_binning_bin4,LOR242C_binning_bin5,LOR243C_binning_bin3,LOR243C_binning_bin4,LOR243C_binning_bin5,LOR258C_binning_bin1,LOR258C_binning_bin2,LOR258C_binning_bin3,LOR262C_binning_bin1,LOR264C_binning_bin2,LOR274C_binning_bin1,LOR274C_binning_bin2,LOR275C_binning_bin1,LOR275C_binning_bin4,LOR281C_binning_bin1,LOR281C_binning_bin2,LOR281C_binning_bin3,LOR282C_binning_bin1,LOR282C_binning_bin3,LOR282C_binning_bin4,LOR282C_binning_bin5,LOR288C_binning_bin2,LOR289C_binning_bin1,LOR295C_binning_bin1,LOR295C_binning_bin3,LOR295C_binning_bin5,LOR295C_binning_bin6,LOR295C_binning_bin7,LOR295C_binning_bin9,LOR295C_binning_bin11,LOR295C_binning_bin12,LOR300C_binning_bin1
LOR058C,3.836510395,0.901149058,2.745375702,0.198909656,2.017188643,0.347765606,1.094225963,0.000118012,71.2614661,0,1.717684988,0.154934314,0.457930362,0.223903998,0.364318262,3.070692416,0.020787306,0.041262188,1.013587476,0.446706484,1.264333999,0.145482734,0.668372727,4.007997634,0.041415928,0.007178265,0.510967853,0.318176455,0.252156125,0.071405222,0.547996944,0.34473372,1.019243098,3.849087447,0.504788417,0.972424323,0.022483214,0.163115674,0.163469903,37.48623187,2.530364633,0.995667771,0.70988257,92.40090722,0.13170819,0.028556987,6.025543111,0.148799172,1.220080849,63.92353385,58.70342255,0.221553944,0.532754319,1.656543403,0.620682584,0.2653258,0.71657764,18.26221554,0.08809083,2.509215413,0.009957272,1.055748449,57.33837611,0.065616365,3.000785191,13.07022223,0.10342973,3.014106755,0.818990649,0.006336519,0.079507867,2.547671325,0.103288624,1.311477286,15.04920591,0.014396708,0.77929717,0.036400966,0.375606788,0.083698346,0.107358815,0.892774807,0.117112352,1.117347715,3.065590743,0.641597527,2.101497448,0.892053555,0.021756802,0.758759858,2.225140101,13.46834958,0.036672357,11.29677294,0.24394117,0.154269124,2.666897558,0.695373074,0.095164792,2.617931024,5.689136734,15.25919583,13.76760866,0.231140252,71.0736351,26.1522896,0.008996772,1.388289727,0.062327941,29.19938103,3.019066037,12.64489643
LOR060C,0.692417361,0.940671647,0.772458584,0.037440573,0.073118647,0.247290484,9.724507911,0,0.260185177,0,0.067953655,0.37094772,63.76747247,1.526207893,3.512075516,0.84011183,0.044729694,0.004354841,0.784377643,0.041702293,0.152761466,0.049248775,3.924008685,0.204139611,0.00656734,0,0.016157291,0.017808237,0.029613563,0.004667746,15.61531768,2.748071595,71.54292351,12.74090158,0.17167621,10.30242675,1.32666084,0.446399803,0.207409212,0.107956849,0.562341262,8.244328881,2.329904066,0.031192347,0.373471838,1.923773534,0.425741037,0.110661038,0.139593827,0.227456269,0.687027378,0.570726142,1.599702522,1.075738801,3.798164755,2.182338596,1.558499339,8.49300862,0.180254531,0.843797337,0.010956734,7.613192472,1.640224071,0.889241232,0.793229006,4.649724312,0.400693754,0.843067871,1.741195565,16.74092518,0.292928302,0.893576731,0.387177865,10.64170999,5.661793688,0.031491892,1.60019208,0.074951293,3.479579996,0.323206091,0.43893875,1.211726785,0.010763828,3.227144614,1.439515656,1.248613351,8.922870972,0.744849966,0.000397955,6.026877994,3.47449573,4.955373398,2.067135015,5.761969782,0.343591882,0.008624402,0.828428662,7.842494424,2.226269642,8.779606245,0.182716546,5.088340792,4.835291831,0.03223661,0.491928063,0.309945012,0.022027151,6.094573826,0.010276435,0.065557675,1.011860987,4.553763938
LOR061C,1.198859616,20.64965808,1.730782278,0.293181909,0.195781903,12.44996776,215.9705658,0,0.337130685,0.003052194,0.535521264,0.115950176,19.91997151,21.97205554,0.888799548,1.759823629,0.009289937,1.92E-05,19.93804001,0.482243699,0.639687924,0.239794714,1.140411015,0.530478485,0.024949955,0,0.176160563,0.092437831,0.06418225,0.001503451,5.563720037,3.167944672,28.01824526,236.577722,0.416426792,198.843979,0.018832906,0.670547332,0.492326585,0.20696003,1.275072123,190.4940774,2.886464229,0.079030421,0.09620471,3.365146529,1.348187136,3.423462594,1.624425664,0.302673666,0.464464951,5.561427523,3.893198654,2.61252311,0.993556412,0.404956196,1.220068454,68.74192221,0.672122921,1.78750992,0.004536502,192.762682,0.948579667,1.579586551,1.800073099,61.94302454,0.151894527,1.75196424,1.467117712,0.001996721,0.295912488,1.886599207,0.152605328,200.333759,69.89180473,0.079842533,9.937819957,0.185278016,0.901973719,0.11632022,0.487153786,20.32017752,0.009524132,3.063198476,1.906555808,0.142336024,209.5055522,0.566006377,0.00013278,8.0587155,4.985425827,61.449887,0.071256203,53.02028852,0.192954745,0,1.998477624,2.152101698,0.894732145,199.8395912,0.189287862,70.76098535,64.7057579,0.077850198,0.537620319,0.422904257,0.049049825,204.4544078,0.031711635,0.07165144,2.170831847,59.03775047
LOR062C,0.868711727,8.85065859,2.731629401,0.16483594,0.1857297,0.359953689,25.70358715,0,2.138501277,0,0.134794805,0.289288719,2.573724984,2.715655082,0.422265121,2.821667382,0.018952321,0,8.896318014,0.07069399,0.266906201,0.168615578,0.471269762,0.676057419,0.096420279,0.018266288,0.061298872,0.07793363,0.05940202,0.022860951,0.904899888,2.061483858,4.27042285,33.78000839,0.368975365,23.71858102,0.076586558,0.211276065,0.66368157,0.244341569,2.146377594,23.33190669,9.879962564,0.082328166,0.295318518,0.638328181,0.556082741,11.83704792,4.957863808,1.928490429,0.410534855,14.66253214,15.1626443,7.20287557,0.447197589,0.574012688,0.610726249,290.0667405,0.118858107,2.356987314,0.00740771,23.30357113,0.466287297,0.365973259,2.654989957,260.8869014,0.257851698,2.815407067,7.325211992,0.025524886,0.337183893,2.395214726,0.247950758,23.7420555,296.2347512,0.260191832,40.47143073,0.265578392,1.055150258,0.210284523,0.504395109,9.048375589,0.006764387,12.66580923,3.059635507,0.423672765,25.53074371,0.390179608,0.00246842,3.875545091,17.57314454,258.8127551,0.112232531,223.9896046,0.344037826,0.081454124,3.039636124,0.667959929,0.362278676,25.33097094,0.28833127,301.0481997,277.398437,0.054562179,2.349812102,0.110460855,0.121095818,23.81101997,0.050719919,0.095392945,3.356783629,250.2633341
LOR063C,0.124726625,0.422648705,0.743294244,0.043904082,0.047001931,0.104057486,8.402723324,0,0.171709074,0,0.043239672,0.54964319,1.42077965,1.035820699,1.369358842,0.800173672,0.013374152,0.002596843,0.419662865,0.055393101,0.091092818,0.109489923,1.517347981,0.109598658,0.050703413,0.017965542,0.056253199,0.073195701,0.10221401,0.027945821,0.382740391,1.654843049,1.892048134,13.83176873,0.486473779,8.023155258,0.417727128,0.155247514,0.122037237,0.067301873,0.746524221,8.048236899,3.611896309,0.051582211,0.547741256,0.243138334,0.120843234,10.79867183,3.87738785,0.175848337,0.171592823,10.60341849,8.015768793,1.416241864,1.418125641,0.263031099,0.169028202,194.3893446,0.070207982,0.896573468,0.00820711,8.460171443,0.254996953,0.394499917,0.773617012,176.6127001,0.251217754,0.751060126,27.78706574,4.607903674,0.363123965,0.925642915,0.244413123,8.202090292,199.8215699,0.159693539,0.554863616,0.063306248,1.703288461,0.22446095,0.413738346,0.426231051,0.007668849,30.04473901,1.070862824,0.05970228,8.832978124,0.623295937,0.000104973,2.285259548,15.44985405,174.9370758,0.079015527,151.6234546,0.568446326,0.091134454,0.95883088,0.176794279,0.089118802,8.724334195,0.10710385,201.5208732,185.587462,0.034629466,0.351836208,0.056342199,0.02918059,7.752514442,0.012285142,0.085162495,1.007071604,170.4711418
LOR065C,1.441887667,0.376053012,2.655659293,0.233794952,0.254533486,0.370742489,5.290890873,0,5.303459367,0,0.558755215,0.504631336,5.389236786,0.620576142,10.64017124,2.764901703,0.075735521,0.004998042,0.370697849,0.071276565,0.085678274,0.205014536,11.46622007,1.497707144,0.05986043,0.022394754,0.222085007,0.26137021,0.162375143,0.023740151,0.622136528,4.70606138,6.06759111,12.25589575,2.471300821,4.986319131,2.436983383,0.136069753,0.695124428,0.10534428,2.135612627,4.597511306,3.911250514,0.066119026,0.501980242,0.682255122,0.184025204,1.652952456,7.510150491,5.136420339,0.081450922,1.934610767,9.995623904,3.079648744,10.91863272,1.194879584,0.389044597,350.8456832,0.186323243,2.402933621,0.006946753,4.633538914,0.283894787,0.415254071,2.811171789,318.6620206,0.183115987,2.872812552,12.21080226,31.51301858,1.416658898,2.512510023,0.192803002,5.137656452,351.5276952,0.344606821,1.086971972,0.475125683,11.06759913,0.115610234,1.437162886,0.413584901,0.031272835,21.07737422,4.08746824,0.169617458,5.329145101,0.689956252,0.000881697,2.919782682,21.86651708,316.1643462,1.049264173,277.8320334,0.584379533,0.060602117,2.866150939,0.305517894,1.058644196,5.875564014,0.154002331,355.6638605,337.4089254,0.050730033,5.430159486,0.349400725,0.056183206,4.491995684,0.663861529,0.231046982,3.371515193,315.6202427
LOR070C,0.752102652,0.064181149,2.394295877,0.007971501,0.020511167,0.249002985,0.507533842,0.000115746,0.758245972,0,3.068555102,0.271047385,0.166357376,0.104084867,0.277389391,2.455242144,0.014456226,0.000179467,0.070446691,0.358878598,0.017225671,0.037140353,0.319062821,0.766395349,0.006612736,0.00515718,2.261307252,0.417603814,0.282222216,0.005386298,0.076357021,2.305796472,0.237421035,5.525888642,65.40170927,0.49885313,0.016869104,0.057767834,0.144390212,0.032357191,2.179603945,1.027298043,6.915263262,0.051527779,0.297790587,0.026246714,0.076245136,11.1501533,7.906324845,0.711099766,0.049424833,11.13837702,4.723108704,1.548624235,0.249241319,0.224055287,0.106659028,272.9654021,0.047368858,2.805591869,0.004967101,1.134265409,0.109831718,0.573752989,2.350604483,248.8938683,0.740616132,2.471571339,7.303982395,0.041280454,1.941399713,3.336428346,0.724487139,0.495370833,282.820576,0.112726504,0.338953355,0.055207596,0.874003464,0.602326824,1.903094211,0.068833233,0.06735354,14.78077347,2.794317715,13.10625016,0.740591631,0.528044358,0.003149676,3.2575028,18.782865,246.7342937,0.046970678,214.1844712,0.268865775,0.021828834,3.123775937,0.043685504,0.04081648,0.905873197,0.075776181,284.2516956,263.9879051,0.010756617,0.987572338,0.020513845,0.018601894,0.482773001,0.006470714,0.028688684,3.381106541,240.7080834
LOR072C,0.466279283,1.221283373,6.4997207,0.135085044,0.041797895,0.115861944,76.97472345,0,0.363897156,0,0.258757861,1.157437729,19.72910613,8.443577465,22.83371837,6.932616518,0.058534088,0.000154596,1.118878253,0.058415174,0.277427566,0.073034234,23.26766766,0.234554043,0.036863931,0.021048931,0.047633362,0.073796029,0.142156157,0.021776994,3.056339582,7.990516986,22.67723427,82.20416705,0.374704481,89.0987539,0.301081656,0.47123042,0.215416577,0.087686312,5.488081594,67.72322829,2.80432121,0.040008853,1.073446218,0.107455499,0.39715655,9.681178638,5.680332906,0.335433591,0.159349576,9.358008421,9.569518824,4.84500846,22.28881702,0.353616245,1.137230342,367.1769057,0.295648283,7.098717969,0.005316093,69.50168174,0.616961631,1.94723566,6.565703001,329.135327,2.046522123,6.873442641,5.792401823,0.941349285,1.045586674,7.41864642,2.058343437,72.92764101,372.7000198,0.07206407,6.087669544,0.09096978,23.02590036,1.636390238,1.180294551,1.459855899,0.011066519,15.70966418,7.476169153,2.290316118,75.20775007,1.452528602,0.001848421,10.44488976,23.09672432,326.7396186,0.107961928,281.882902,1.235543998,0.092600386,8.39508628,0.843871502,0.157584207,71.43457104,0.177725617,376.0205331,347.8328851,0.04685736,0.628901595,0.224432036,0.037908035,70.87051106,0.006532617,0.055969329,8.25330859,326.4971932
LOR074C,3.867347569,14.18877493,0.446400322,0.160401346,7.0361739,3.345682434,9.842542868,0,1.473194972,0.001011956,5.290752089,0.737815461,1.70468712,2.03812807,35.96544294,0.468870532,0.223329261,0.000144153,14.52118675,0.677581465,2.14006438,16.08266122,39.50958902,4.132299603,0.086029927,0.023678771,2.062237292,21.79050198,54.10897719,0.026627627,0.652391175,6.101372926,3.182295284,12.04431573,2.727912987,8.343113177,148.6809182,74.59462574,0.476404978,0.735942267,0.74255742,7.660148928,1.193399497,0.200333868,1.043960106,0.176591062,0.858543549,1.545350339,1.30022648,1.498574264,0.611649058,1.544837359,1.710811537,0.603340925,38.21177742,0.472403712,0.537609625,77.78458496,0.86051104,0.427959376,0.007940279,7.775485058,0.796068703,1.23517437,0.440387096,69.40019433,0.282406442,0.445131106,0.915139966,18.5221794,1.05738986,0.427606667,0.234114969,9.233452638,78.84985366,0.028680706,5.917637217,0.303447691,35.45322435,0.147185888,1.228624056,14.75116323,0.158165712,3.397442738,0.910960075,0.378121548,8.775581184,1.816293283,0.015873734,2.478973293,6.449342084,68.75866449,0.34888921,60.08389718,1.574081594,0.084525224,0.459233628,0.909240747,0.377855187,9.082942431,0.509271981,79.25594342,73.42537936,0.310986327,1.930755988,0.227189269,0.024809335,8.30993385,0.019797493,0.090180513,0.509647857,66.27412628
LOR076C,3.250855631,0.88577387,11.68023199,0.166406503,0.237243596,3.168383593,4.226924295,0,0.988037146,0,0.365957025,0.278294007,0.75986863,0.876793299,2.393220508,12.76974097,0.090765801,0.005053005,0.886839293,0.214902559,1.377706532,0.314771503,2.549662018,3.462650056,0.082433657,0,0.210283791,0.131328207,3.840908474,0.234753798,0.348533424,1.940208415,1.134712324,8.375410507,0.691949044,3.97426605,0.020323455,4.250554649,98.11549724,0.222321541,9.419098366,4.166941763,14.33138328,0.101213802,0.412547632,0.322947598,0.984825814,4.299363993,2.814174196,1.011399711,0.097304253,4.65297046,3.434554954,14.17344937,2.477457284,0.841888463,0.21690231,173.7621354,0.347349548,11.22597779,0.013284697,4.116086276,0.134039176,1.123913731,12.31814439,158.623727,0.15141877,12.79662244,2.178743963,0.004788689,0.574233456,11.26625956,0.145756984,3.912955169,180.4490271,0.112603752,1.303916359,81.73164774,2.589205601,0.135259963,0.673240434,0.911742332,0.104319405,8.009535054,13.42537163,0.102576736,4.501153243,0.518640061,0.018177133,3.831142981,12.71797433,157.7584439,0.684061324,136.0473873,0.461459918,0.004277767,12.61592494,7.479240134,0.699096316,4.375300157,0.311570963,181.7640978,166.2217935,0.030094362,1.048997757,0.060500569,0.098082177,4.043765609,0.026679684,2.350027577,14.12727306,155.0162907
LOR078C,0.199678331,0.070165376,0.471767464,0.025402978,0.289310332,0.706646276,2.458248779,8.54E-05,0.050660754,0.001249516,0.074736956,0.131486535,2.851160909,0.26655803,16.28792797,0.627635528,0.126335599,0.016377861,0.078409846,0.027037009,0.08433577,0.071583861,17.80891874,0.142571589,0.000152772,0,0.018557292,0.079734589,0.062580655,1.03821094,4.079969984,2.892239976,3.220947913,8.682861441,0.056021474,2.204745964,0.439267063,0.108274795,0.227613997,0.106976802,0.450259174,2.003153023,1.048006578,0.01078383,0.120387584,0.259877267,0.163177517,1.02671517,0.829338801,0.049815003,13.93868081,1.020936707,1.657684272,0.805727203,17.49510364,0.377296179,0.528078286,34.97242113,0.061486147,0.522678376,156.752827,2.062344759,13.8229189,0.161030606,0.503839845,30.60432614,0.115025167,0.603108081,13.98264837,1.857619312,0.026213191,0.594031259,0.082207085,2.425304994,34.70673727,0.021703993,0.260280674,0.146281479,15.99068812,0.040839613,0.087788936,0.10318257,0.006887358,12.84396316,0.802158662,0.014455449,2.277354577,0.211564199,0.000162207,0.852892241,9.987899477,32.45266125,0.200332302,26.67168398,0.15447129,0.003209586,0.591754737,0.479237272,0.207462375,2.524404919,0.112456284,34.94570446,32.35692772,0.052292571,0.109378824,0.242533394,0.016583482,2.269971386,0.008664836,0.013521761,0.535464785,30.55135587
LOR081C,0.329522644,0.052323684,12.02146248,0.004631291,2.160175213,0.113709137,0.274736611,0,3.429741054,0.206681525,0.132547142,0.03944076,0.063378111,0.03504477,0.183596483,12.13698834,0.110573366,0,0.065441748,0.021404122,2.595450646,0.013111135,0.49730791,0.334676575,0.016702429,0,0.12420137,0.07285741,0.218938034,0.018053626,0.181205853,0.529599364,0.618053024,2.308689929,0.056269218,0.20509512,0.029594497,0.163104761,0.387308403,86.2535913,26.46716104,0.253355014,1.028139415,0.200353199,0.021322718,0.207959312,11.86933092,0.800823819,0.787436011,3.069645337,0.404312519,0.812353872,1.039662584,6.942570189,0.461683674,0.494378441,0.956677048,43.86351508,0.146491341,11.01604817,0.008335766,0.346135878,1.101110135,0.377126856,11.77838131,38.56330656,0.009916598,12.18832426,0.943132805,0.001297288,0.072293708,10.9493525,0.009409814,0.570880915,43.44204065,0.028243991,0.210696069,0.0148495,0.248663186,0.011689598,0.148528059,0.049737744,0.011237374,2.147803254,12.41015915,0.039827936,0.668888629,0.180348206,0.003191009,1.150619988,3.992773096,38.32143146,0.020433435,33.35818347,0.065900799,0,12.65121376,0.34515304,0.074553414,0.988621264,10.78619916,43.75074008,40.76956629,0.050041034,3.557605804,0.601857614,0.126423464,0.593763518,0.174401065,1.154320708,13.67216197,37.31907258
LOR082C,0.960834028,1.517907851,5.03001604,0.115115931,0.306444251,1.884986827,31.14663401,0,0.615804719,0.007830707,0.208506825,19.28016077,3.67740452,3.736869919,2.294626305,5.743871888,0.048202176,0.239681746,1.396428886,0.236341498,0.202385982,0.299920944,2.494071877,0.74629557,0.014773403,0,0.152773673,0.099633412,0.203569154,0.005197774,1.035258638,2.720436493,5.7002674,37.39033863,1.31542466,30.5903161,0.121502902,0.383437365,0.207832259,0.278271119,4.06968748,40.45730055,3.940096501,0.396849804,19.48386193,2.480831855,0.412528524,10.9501492,4.664381786,0.5586924,0.383461254,11.12355485,11.31013969,4.234998412,2.387403292,0.271429926,0.402698007,248.1784519,0.833670955,5.540820945,0.01251386,29.53829826,0.718958123,0.755710758,5.429514076,225.5693623,0.189807775,5.678767631,22.58826727,1.148945587,0.528458703,5.330671514,0.185305289,31.35067211,254.2632761,0.319149656,0.846619893,0.128730248,2.705878244,0.151317416,0.66676226,1.534163867,0.034035147,27.58569207,6.275879566,0.337540636,31.36442612,18.88751384,0.001544205,4.399312179,16.58615047,223.9826149,0.071225144,194.127763,18.30599611,0.001808571,6.012419219,2.081143424,0.128803612,29.83989604,0.459252841,256.8173196,238.2255683,0.037498782,0.698609077,0.160345694,0.040990843,29.27357737,0.042672549,0.160592352,6.683373261,217.7789817
LOR083C,0.463349465,11.13688402,4.666422315,1.150642669,0.325194366,0.07879722,3.329319774,0,0.549204919,0.030038013,0.193168726,4.174918487,0.910619791,0.739870401,1.004446699,5.021727885,0.107540757,0.000686907,10.82177604,0.048625013,0.123431245,0.131373239,1.146322915,0.428936323,0.286058354,0,0.0505783,0.039537042,0.08001366,0.015327518,0.466687352,0.701209357,1.300528967,8.76838651,0.94153666,3.3133955,0.018076295,0.088576518,0.251893655,0.116206477,3.773668516,3.334639024,51.97801792,0.08818628,3.755605127,0.135920502,0.188798069,1.369933685,0.817829333,0.528356627,0.109355357,1.468072883,1.604313025,24.87983885,1.076505381,0.136034725,0.16356555,54.76015571,0.165421778,4.802202112,0.005283216,3.103406887,0.15444682,1.042296298,4.816791599,46.89474664,0.16871788,4.987105308,9.157351817,0.011864192,0.084275615,4.956011814,0.162399623,3.694577341,53.43860382,0.041539843,0.506392041,0.034846425,1.12097171,0.133111787,0.153789128,11.02776977,0.010799743,10.7795875,5.356244658,0.13749516,3.689592694,3.766496119,0.00079946,1.592522221,8.535322433,47.18881301,0.036313971,39.93093129,3.832543856,0.002406375,5.342208065,2.342692228,0.069219941,3.670625412,0.115249359,53.52841061,49.34459038,0.076336101,0.724469682,0.083600453,0.063003218,3.201284596,0.099624544,0.064064327,5.817894276,45.56177127
LOR084C,0.818756402,0.187636825,6.606595976,0.133260498,0.03453768,0.282401825,2.727753817,0.000462817,10.56283051,0.057831995,0.644101474,0.115584946,1.826202139,0.399567237,0.7178749,8.959001434,0.085814982,0.011736129,0.2068457,0.140219808,0.064720634,0.124717325,0.812735684,0.750647823,0.0092151,0.004354564,0.124410491,0.1057657,0.170023959,0.056731265,0.358878863,2.749979439,2.161764177,5.544084842,0.181946374,2.424246704,0.018889026,0.090925895,0.135921948,0.179476021,5.551202278,2.558719661,1.262469783,87.77931035,0.112995328,0.552656274,0.235224766,7.261111741,2.004399293,9.624888753,9.103428147,7.423420433,2.418388801,4.143495984,0.734820549,0.295014481,0.294308995,92.21027914,0.122209809,6.420958887,0.012819439,2.731491152,8.995978963,0.183359403,8.522406665,84.00306729,0.961908619,8.789907636,1.440398928,0.040336042,4.360128767,6.158434852,0.967016945,2.630655354,96.10392632,0.169337931,0.398895266,0.086768189,0.851265719,0.83329733,4.712140045,0.200744166,0.156356494,4.054611141,9.189372783,0.193139157,2.773476669,0.31279491,0.22833299,1.072874011,8.578929588,82.68631504,0.159779912,72.33962354,0.228005118,0.048356569,6.909805532,0.137633234,0.170975638,3.077970505,0.183003088,96.73928779,87.51948094,0.176649492,10.65519179,2.181295619,5.181140649,2.543309741,14.80649488,3.308922487,8.642874639,80.8442418
LOR085C,0.320009222,0.818585718,1.028912774,0.009446301,0.075259397,0.037136946,15.36380484,0,0.175027026,0,0.018700613,0.205975752,16.66267415,4.815130864,1.105768986,1.184137881,0.010508899,0,0.706397774,0.00325661,0.789217585,0.128353242,1.201547367,0.061633381,0.005839917,0,0.037844389,0.048031871,0.009552405,0.011376589,3.214071273,2.014977655,19.55332145,21.1817439,0.713615912,14.73923662,0.02613702,0.360238173,0.378884775,0.235949099,0.972549399,14.37125351,1.571895548,0.02761269,0.204725208,0.323601394,0.318700316,2.09169858,2.724029757,0.178919992,2.801277249,2.961334792,4.081253386,0.733452013,1.060873184,0.918434534,1.130635484,130.5087455,0.462436214,1.072207509,0.014260768,13.86961114,3.393838919,0.536324858,1.157343615,113.7483461,0.140872538,1.127447911,3.553714977,0.04908239,0.182635288,1.090939255,0.124697279,15.45617717,130.2759113,0.135580438,0.884815567,0.221023333,1.273340644,0.11141087,0.316390518,0.960836771,0.27236411,6.430389716,1.234191398,0.012560096,15.36017146,0.522300769,0.001302147,4.723961036,9.716002585,113.461206,0.782160053,97.94103244,0.171144935,0.003156637,1.191779303,0.972861836,1.069175899,16.06824774,0.116534508,131.6749433,120.8370931,0.095327068,0.533122509,0.200140133,0.053227384,12.81424379,0.033224019,0.079626095,1.238263617,110.3061713
LOR086C,0.433136941,1.501504424,1.365349828,0.053603032,0.075599632,0.426929788,6.609050792,0,0.743904233,0.03108512,0.108161706,6.037378737,20.77139324,3.768513107,24.43093417,1.405309058,0.009510911,0.000627742,1.397775885,0.07871032,0.41076961,0.253141895,26.24983377,0.270231568,0.008469684,0,0.067348772,0.301116398,0.120414609,0.044600225,2.832807778,6.708885934,20.90046592,11.22109803,0.541435049,6.706523995,0.018858622,0.225411253,0.165681626,0.387531234,1.041412387,5.725709388,2.211843734,0.082005889,5.985058482,0.447303662,0.267989337,2.803040799,1.717949298,0.624384566,0.122712546,3.001688766,6.938946899,1.29642209,25.3604642,0.488937662,0.725907692,88.79046031,0.322035757,1.233505647,0.023438133,5.774143292,0.57274775,0.484153287,1.303179258,74.97824847,0.678165328,1.385485597,4.2852761,0.017962955,1.853360321,1.328960398,0.619947146,6.823004579,83.72710195,0.108880262,1.17838697,0.140276466,24.40490406,0.552013714,2.103820121,1.590955199,0.026812087,6.44616508,1.428626798,0.190443144,7.617246156,6.210153272,0.000630157,3.342193482,7.708176254,74.63700686,0.366989207,65.78471558,5.888034382,0.000182543,1.408652089,0.453107017,0.445652143,8.226565039,0.186632974,83.89980601,79.99031352,0.078592372,1.048750997,0.222824031,0.798454451,5.320835029,0.129886511,0.06524211,1.680236714,74.67515615
LOR090C,9.334387375,0.949391723,1.465404531,0.045803051,0.055880816,22.41457907,11.17115069,0,4.670707587,0.007074075,1.91679858,35.49211251,2.702830827,2.932239526,1.395530132,1.694102863,0.031427456,0.001312261,0.781669084,1.359519464,0.867488392,2.055549104,1.654734128,9.560061523,0.005698371,0,2.858502195,3.710265565,1.14301954,0.066485529,3.652534167,4.542228977,3.762360027,13.43678868,1.841148302,10.35354793,0.044465763,1.079504967,0.862315896,10.85828006,1.236132827,9.980307532,1.531947808,0.260647197,52.53311093,28.6999961,47.42434475,1.390930328,1.279457839,4.417201365,1.37005256,1.461700485,2.530782989,1.184903751,1.520102405,0.244628495,0.484901802,71.08799815,2.009592101,1.459357852,0.015206544,9.962445749,1.72043193,0.435350196,1.615769265,62.65998424,0.867687413,1.68173966,6.432561342,0.034566936,7.082938397,1.762733442,0.88196648,10.77687227,71.00663296,0.040197104,2.147399607,0.314637966,1.424358505,0.714798618,7.932759966,0.835871428,0.261850321,8.577516922,1.820060899,2.045374497,11.31725723,35.85634346,0.009479828,3.916594415,6.908751289,62.37981817,0.067646029,53.92730329,35.50044327,0.0031535,1.659382107,0.617485923,0.125183407,11.35304586,21.10100956,71.37734292,66.1160814,0.115180742,5.068893288,1.996831785,0.075158658,10.59193687,1.098382938,0.058249511,1.99416366,60.99973013
